GE	{lr_decay=0.818649}	{lr_decay=0.9093245}	{lr_decay=0.95466225}	{lr_decay=0.977331125}  {no_decay}
63	0.912899971008301	0.921500027179718	0.921800017356873	0.921700000762939	0.920300006866455
64	0.912899971008301	0.92059999704361	0.922299981117249	0.922599971294403	0.915799975395203
65	0.912800014019012	0.92059999704361	0.922500014305115	0.921049982309341	0.919200003147125
66	0.912699997425079	0.921299993991852	0.923399984836578	0.922100007534027	0.917100012302399
67	0.912800014019012	0.920300006866455	0.92220002412796	0.9224999944369	0.920499980449677
68	0.912800014019012	0.921000003814697	0.921599984169006	0.921666661898295	0.919000029563904
69	0.912699997425079	0.92220002412796	0.922900021076202	0.920799970626831	0.919700026512146
70	0.912800014019012	0.92059999704361	0.922999978065491	0.922000010808309	0.919900000095367
71	0.912800014019012	0.920000016689301	0.921999990940094	0.922174990177155	0.918099999427795
72	0.912699997425079	0.920799970626831	0.921899974346161	0.921099990606308	0.922299981117249
73	0.912699997425079	0.921400010585785	0.92110002040863	0.920799990495046	0.917500019073486
74	0.912800014019012	0.921400010585785	0.922999978065491	0.921233336130778	0.917200028896332
75	0.912699997425079	0.921800017356873	0.922299981117249	0.920199990272522	0.920700013637543
76	0.912699997425079	0.920899987220764	0.920499980449677	0.92223334312439	0.919200003147125
77	0.912800014019012	0.922100007534027	0.92220002412796	0.921400010585785	0.917900025844574
78	0.912699997425079	0.920899987220764	0.92220002412796	0.920966664950053	0.916999995708466
79	0.912800014019012	0.921800017356873	0.921299993991852	0.920699993769328	0.920400023460388
80	0.912400007247925	0.920899987220764	0.920499980449677	0.922325015068054	0.918699979782105
81	0.912599980831146	0.92110002040863	0.921599984169006	0.920499980449677	0.922100007534027
82	0.912699997425079	0.92110002040863	0.922100007534027	0.921299993991852	0.921899974346161
83	0.912800014019012	0.921199977397919	0.921800017356873	0.922900021076202	0.920099973678589
84	0.912800014019012	0.921000003814697	0.920700013637543	0.921400010585785	0.919099986553192
85	0.912699997425079	0.921599984169006	0.921899974346161	0.921299993991852	0.921299993991852
86	0.912500023841858	0.921599984169006	0.921800017356873	0.920899987220764	0.920300006866455
87	0.912500023841858	0.921299993991852	0.921999990940094	0.921599984169006	0.920400023460388
88	0.912599980831146	0.921599984169006	0.921500027179718	0.921999990940094	0.918500006198883
89	0.912599980831146	0.921800017356873	0.921299993991852	0.921700000762939	0.919000029563904
90	0.912500023841858	0.921700000762939	0.922900021076202	0.921800017356873	0.919300019741058
91	0.912500023841858	0.921400010585785	0.921500027179718	0.922299981117249	0.920799970626831
92	0.912500023841858	0.92110002040863	0.921599984169006	0.921999990940094	0.922399997711182
93	0.912500023841858	0.921599984169006	0.92110002040863	0.921899974346161	0.919200003147125
94	0.912500023841858	0.921500027179718	0.920400023460388	0.921400010585785	0.921299993991852
95	0.912500023841858	0.921599984169006	0.92110002040863	0.922500014305115	0.921000003814697
96	0.912500023841858	0.921599984169006	0.92110002040863	0.921700000762939	0.920899987220764
97	0.912500023841858	0.921500027179718	0.921800017356873	0.92220002412796	0.920400023460388
98	0.912500023841858	0.921599984169006	0.921299993991852	0.920899987220764	0.921400010585785
99	0.912500023841858	0.921599984169006	0.921999990940094	0.920899987220764	0.920700013637543
100	0.912500023841858	0.921599984169006	0.921199977397919	0.920799970626831	0.921500027179718
