GE	client1	client3	client5	client10
86	0.908100008964539	0.918699979782105	0.919399976730347	0.921800017356873
87	0.914399981498718	0.920799970626831	0.919799983501434	0.922900021076202
88	0.911099970340729	0.918200016021729	0.921800017356872	0.922900021076202
89	0.918600022792816	0.920300006866455	0.917500019073486	0.922900021076202
90	0.909800002574921	0.919200003147125	0.918500006198883	0.923099994659424
91	0.915199995040894	0.923200011253357	0.920799970626831	0.922800004482269
92	0.91729998588562	0.918900012969971	0.9200000166893	0.923399984836578
93	0.915499985218048	0.921199977397919	0.920899987220764	0.922500014305115
94	0.913399994373322	0.923200011253357	0.919700026512146	0.922100007534027
95	0.913800001144409	0.919799983501434	0.921700000762939	0.923099994659424
96	0.911700010299683	0.921899974346161	0.920199990272522	0.922900021076202
97	0.916899979114533	0.922100007534027	0.919399976730347	0.924300014972687
98	0.914099991321564	0.922100007534027	0.920799970626831	0.92330002784729
99	0.915499985218048	0.919600009918213	0.920899987220764	0.922800004482269
100	0.918299973011017	0.919900000095367	0.920199990272522	0.922599971294403
101	0.919900000095367			
102	0.913299977779388			
103	0.914600014686585			
104	0.909099996089935			
105	0.906599998474121			
106	0.913900017738342			
107	0.912000000476837			
108	0.910700023174286			
109	0.913999974727631			
110	0.91159999370575			
111	0.915000021457672			
112	0.905900001525879			
113	0.909900009632111			
114	0.910799980163574			
115	0.914900004863739			
116	0.916000008583069			
117	0.911800026893616			
118	0.907000005245209			
119	0.917500019073486			
120	0.913800001144409			
121	0.914900004863739			
122	0.919200003147125			
123	0.912599980831146			
124	0.919399976730347			
125	0.912299990653992			
126	0.912599980831146			
127	0.91540002822876			
128	0.91430002450943			
129	0.916499972343445			
130	0.915199995040894			
131	0.916700005531311			
132	0.909099996089935			
133	0.920000016689301			
134	0.912699997425079			
135	0.918200016021729			
136	0.917999982833862			
137	0.916499972343445			
138	0.908699989318848			
139	0.915700018405914			
140	0.914799988269806			
141	0.918900012969971			
142	0.921000003814697			
143	0.918099999427795			
144	0.912800014019012			
145	0.919900000095367			
146	0.919399976730347			
147	0.918099999427795			
148	0.919600009918213			
149	0.91049998998642			
150	0.917400002479553			
151	0.918200016021729			
152	0.91729998588562			
153	0.919000029563904			
154	0.919600009918213			
155	0.909900009632111			
156	0.907899975776672			
157	0.919200003147125			
158	0.914499998092651			
159	0.923399984836578			
160	0.920799970626831			
161	0.920799970626831			
162	0.911700010299683			
163	0.906300008296967			
164	0.913299977779388			
165	0.908200025558472			
166	0.915300011634827			
167	0.916299998760223			
168	0.916700005531311			
169	0.919099986553192			
170	0.919300019741058			
171	0.915199995040894			
172	0.916499972343445			
173	0.912699997425079			
174	0.920499980449677			
175	0.920400023460388			
176	0.912999987602234			
177	0.91729998588562			
178	0.914900004863739			
179	0.919900000095367			
180	0.919799983501434			
181	0.920000016689301			
182	0.914600014686585			
183	0.919200003147125			
184	0.909500002861023			
185	0.917999982833862			
186	0.918299973011017			
187	0.92220002412796			
188	0.916499972343445			
189	0.912500023841858			
190	0.921599984169006			
191	0.917699992656708			
192	0.916299998760223			
193	0.912000000476837			
194	0.914200007915497			
195	0.921199977397919			
196	0.917500019073486			
197	0.920899987220764			
198	0.922500014305115			
199	0.922800004482269			
200	0.924300014972687			
201	0.915199995040894			
202	0.918799996376038			
203	0.917699992656708			
204	0.919000029563904			
205	0.917900025844574			
206	0.91949999332428			
207	0.920300006866455			
208	0.918299973011017			
209	0.919600009918213			
210	0.914900004863739			
211	0.92110002040863			
212	0.91839998960495			
213	0.91839998960495			
214	0.922800004482269			
215	0.923600018024445			
216	0.92330002784729			
217	0.922900021076202			
218	0.916999995708466			
219	0.920000016689301			
220	0.918099999427795			
221	0.922500014305115			
222	0.919300019741058			
223	0.914900004863739			
224	0.918699979782105			
225	0.920899987220764			
226	0.919099986553192			
227	0.921700000762939			
228	0.923399984836578			
229	0.923099994659424			
230	0.919399976730347			
231	0.917100012302399			
232	0.919000029563904			
233	0.921400010585785			
234	0.921199977397919			
235	0.922900021076202			
236	0.920899987220764			
237	0.916400015354157			
238	0.92220002412796			
239	0.920000016689301			
240	0.921599984169006			
241	0.920400023460388			
242	0.922399997711182			
243	0.92220002412796			
244	0.919799983501434			
245	0.92110002040863			
246	0.91949999332428			
247	0.920300006866455			
248	0.923200011253357			
249	0.922599971294403			
250	0.924000024795532			
251	0.921299993991852			
252	0.924000024795532			
253	0.924199998378754			
254	0.921599984169006			
255	0.92519998550415			
256	0.922399997711182			
257	0.924899995326996			
258	0.925300002098084			
259	0.925599992275238			
260	0.925800025463104			
261	0.925000011920929			
262	0.926400005817413			
263	0.923799991607666			
264	0.924300014972687			
265	0.924399971961975			
266	0.924700021743774			
267	0.924099981784821			
268	0.924300014972687			
269	0.91839998960495			
270	0.922299981117249			
271	0.923399984836578			
272	0.922800004482269			
273	0.922100007534027			
274	0.922599971294403			
275	0.914200007915497			
276	0.919200003147125			
277	0.916700005531311			
278	0.923900008201599			
279	0.918099999427795			
280	0.92110002040863			
281	0.920400023460388			
282	0.921000003814697			
283	0.92220002412796			
284	0.921999990940094			
285	0.922699987888336			
286	0.923200011253357			
287	0.92220002412796			
288	0.921800017356873			
289	0.917699992656708			
290	0.922699987888336			
291	0.92059999704361			
292	0.922699987888336			
293	0.922599971294403			
294	0.92110002040863			
295	0.922500014305115			
296	0.921899974346161			
297	0.91949999332428			
298	0.919200003147125			
299	0.919099986553192			
300	0.919099986553192			
301	0.920499980449677			
302	0.920400023460388			
303	0.922399997711182			
304	0.922699987888336			
305	0.922399997711182			
306	0.922399997711182			
307	0.922500014305115			
308	0.922500014305115			
309	0.920700013637543			
310	0.921999990940094			
311	0.922800004482269			
312	0.922699987888336			
313	0.922699987888336			
314	0.922999978065491			
315	0.922399997711182			
316	0.922299981117249			
317	0.921999990940094			
318	0.922500014305115			
319	0.921700000762939			
320	0.922599971294403			
321	0.922599971294403			
322	0.92330002784729			
323	0.922599971294403			
324	0.922999978065491			
325	0.924199998378754			
326	0.922999978065491			
327	0.923699975013733			
328	0.923799991607666			
329	0.922800004482269			
330	0.923200011253357			
331	0.922999978065491			
332	0.923600018024445			
333	0.923799991607666			
334	0.924000024795532			
335	0.920700013637543			
336	0.922699987888336			
337	0.924300014972687			
338	0.923699975013733			
339	0.923500001430512			
340	0.924700021743774			
341	0.923600018024445			
342	0.924099981784821			
343	0.924399971961975			
344	0.923799991607666			
345	0.923799991607666			
346	0.923799991607666			
347	0.923500001430512			
348	0.923600018024445			
349	0.923500001430512			
350	0.923900008201599			
351	0.924399971961975			
352	0.924099981784821			
353	0.924099981784821			
354	0.924099981784821			
355	0.923900008201599			
356	0.924099981784821			
357	0.922699987888336			
358	0.923500001430512			
359	0.922500014305115			
360	0.922999978065491			
361	0.922999978065491			
362	0.922999978065491			
363	0.923099994659424			
364	0.923399984836578			
365	0.922999978065491			
366	0.92330002784729			
367	0.923200011253357			
368	0.923699975013733			
369	0.923500001430512			
370	0.922800004482269			
371	0.923200011253357			
372	0.923500001430512			
373	0.92330002784729			
374	0.923600018024445			
375	0.923399984836578			
376	0.922500014305115			
377	0.922999978065491			
378	0.923699975013733			
379	0.92330002784729			
380	0.923200011253357			
381	0.923399984836578			
382	0.923500001430512			
383	0.923600018024445			
384	0.924000024795532			
385	0.924099981784821			
386	0.924099981784821			
387	0.922999978065491			
388	0.922900021076202			
389	0.922299981117249			
390	0.923099994659424			
391	0.923099994659424			
392	0.923600018024445			
393	0.922699987888336			
394	0.922500014305115			
395	0.923099994659424			
396	0.923500001430512			
397	0.922999978065491			
398	0.923399984836578			
399	0.922800004482269			
400	0.923900008201599			
